rank,trial_id,n_folds,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,max_delta_step,early_stopping_rounds,mean_val_start,std_val_start,mean_val_end,std_val_end,mean_best_iteration,std_best_iteration,mean_val_rmse,std_val_rmse,mean_val_mae,std_val_mae,mean_val_corr,std_val_corr,mean_val_r2,std_val_r2,mean_selection_score,std_selection_score
11,165,3,800,2,0.1,1.0,0.6,10.0,0.0,5.0,0.0,1.0,100,,,,,102.0,72.39244896166082,0.47308151920636493,0.039673247212702004,0.3738364080588023,0.0353289094056298,0.821956131160078,0.04936636596932651,0.6689781745274862,0.07850555205538748,0.6689781745274862,0.07850555205538748
12,10,3,1600,2,0.01,0.8,0.8,3.0,1.0,1.0,0.1,1.0,100,,,,,980.6666666666666,500.5692315310197,0.47162507971127826,0.03256191039240482,0.3726891378561656,0.029942184540825367,0.819934340811273,0.054226145875137584,0.6672657132148743,0.08776586435646655,0.6672657132148743,0.08776586435646655
13,70,3,500,2,0.05,0.6,0.8,10.0,1.0,5.0,0.1,1.0,100,,,,,256.0,158.6589633984373,0.4740898410479228,0.025214310145369782,0.37572531898816425,0.030341612664535864,0.8228377716492891,0.043806388483068885,0.6672268907229105,0.07081985992756015,0.6672268907229105,0.07081985992756015
14,31,3,800,2,0.01,1.0,0.8,10.0,0.0,3.0,0.1,1.0,50,,,,,551.3333333333334,197.0014100344349,0.4742114742596944,0.0275008756165181,0.3760407368342082,0.023933672017660574,0.8201722428198029,0.04669008476611545,0.6667662461598715,0.0734429787755139,0.6667662461598715,0.0734429787755139
15,176,3,500,2,0.03,0.8,0.8,1.0,0.01,3.0,0.0,0.0,100,,,,,266.3333333333333,144.12109106195697,0.4734764297803243,0.036514724913007675,0.37451601028442383,0.032492396682685894,0.8190935560640803,0.05404358396386368,0.6661206086476644,0.08575355161687849,0.6661206086476644,0.08575355161687849
16,75,3,1200,2,0.01,0.6,1.0,10.0,0.01,1.0,0.5,0.0,100,,,,,721.6666666666666,341.60828769545714,0.47459610303243,0.02247962012110238,0.37545567750930786,0.022323501164960798,0.8198637668944356,0.04582462189865618,0.6657833059628805,0.07273691669902904,0.6657833059628805,0.07273691669902904
17,166,3,1600,2,0.03,0.8,0.6,3.0,0.01,3.0,0.0,1.0,50,,,,,254.66666666666666,144.59214670544486,0.4740149875481923,0.03868428591640531,0.3764057159423828,0.03445285746425374,0.8193491571663332,0.05553220922751915,0.6652322808901469,0.0879029430803359,0.6652322808901469,0.0879029430803359
18,234,3,1600,2,0.05,0.6,1.0,5.0,0.0,3.0,0.5,0.0,100,,,,,333.0,305.1851896799712,0.47465816140174866,0.02758506086840205,0.37766292691230774,0.024869820086175325,0.8186202475646334,0.049346565609553285,0.6645373900731405,0.08015529040746232,0.6645373900731405,0.08015529040746232
19,229,3,1600,2,0.05,0.8,0.6,1.0,1.0,10.0,0.0,1.0,100,,,,,250.0,150.5257453062432,0.4754328628381093,0.03305571505208127,0.3756416241327922,0.033373327639449876,0.8197670964867094,0.054148593902736145,0.6635194818178812,0.0834361412742321,0.6635194818178812,0.0834361412742321
20,227,3,1600,2,0.05,0.8,0.8,3.0,0.1,10.0,0.0,0.0,100,,,,,251.0,158.87311499012873,0.4766758779684703,0.035020047981542256,0.37606175740559894,0.03525487892881827,0.8180950058207338,0.05105448627691362,0.663187563419342,0.07937902913317206,0.663187563419342,0.07937902913317206
21,50,3,1600,2,0.03,0.6,0.8,1.0,0.01,10.0,0.0,0.0,100,,,,,508.3333333333333,312.39967278400843,0.47797898451487225,0.03389058724550769,0.3789384067058563,0.03849101680254715,0.8192310035356573,0.046667332796751455,0.6629020770390829,0.07193470410452167,0.6629020770390829,0.07193470410452167
22,158,3,800,2,0.05,1.0,0.8,1.0,0.01,1.0,0.1,1.0,50,,,,,157.66666666666666,76.65652106782711,0.47397883733113605,0.03836019894446153,0.3792506158351898,0.027822632801169447,0.8189536952762418,0.057193315452033454,0.6623953382174174,0.09731596984089629,0.6623953382174174,0.09731596984089629
23,145,3,1600,5,0.05,0.6,0.6,10.0,0.01,5.0,0.5,0.0,100,,,,,506.0,322.51821653977936,0.47813079754511517,0.027908942415716623,0.38137078285217285,0.028767482463830707,0.8182636223441418,0.04347537650821356,0.6621696750322977,0.0705227612294005,0.6621696750322977,0.0705227612294005
24,237,3,1200,2,0.01,0.8,0.6,1.0,0.1,1.0,0.5,0.0,50,,,,,634.0,232.69866064648215,0.4758712251981099,0.0247097249828456,0.38093411922454834,0.019941910553529677,0.8161807766611585,0.05201128014501867,0.6617763638496399,0.08279188808093482,0.6617763638496399,0.08279188808093482
25,223,3,1600,2,0.05,0.8,0.6,1.0,0.01,10.0,0.1,0.0,50,,,,,218.66666666666666,120.17302341022945,0.4760981301466624,0.03487414026937661,0.377271831035614,0.030288143421026148,0.816472436249798,0.056723460585070336,0.6616297364234924,0.0883125721631849,0.6616297364234924,0.0883125721631849
26,86,3,500,2,0.05,0.8,1.0,10.0,1.0,5.0,0.0,0.0,50,,,,,222.33333333333334,125.91355059016573,0.47708724935849506,0.02588500042623973,0.3734418253103892,0.029187153433579405,0.8183094491387773,0.04990829523898229,0.6614557902018229,0.07854383083076938,0.6614557902018229,0.07854383083076938
27,13,3,1200,2,0.1,0.8,1.0,10.0,0.0,3.0,0.5,1.0,50,,,,,88.66666666666667,22.095751225568733,0.4767397344112396,0.03049332781392391,0.3803102374076843,0.025806572895883617,0.8162707287280252,0.05158445936761854,0.6608651479085287,0.08519204893233556,0.6608651479085287,0.08519204893233556
28,48,3,1200,2,0.1,0.8,0.6,10.0,0.0,3.0,0.1,0.0,100,,,,,98.66666666666667,67.4009561422454,0.4789133369922638,0.02835687600032689,0.3781396249930064,0.03183899742723289,0.8150982015365811,0.04565195495630014,0.6604698697725931,0.07373103433082907,0.6604698697725931,0.07373103433082907
29,120,3,800,3,0.03,0.6,0.6,10.0,1.0,10.0,0.5,1.0,100,,,,,576.3333333333334,258.15929621499635,0.4795888562997182,0.01693732355580397,0.3820635477701823,0.02259780996483626,0.8168870180500143,0.03972170232486505,0.6602802475293478,0.0644266664259888,0.6602802475293478,0.0644266664259888
30,65,3,800,2,0.03,0.6,0.6,1.0,0.01,10.0,0.5,1.0,100,,,,,466.0,248.09003741921333,0.47998664776484173,0.022361839498678107,0.38565709193547565,0.025165303093860465,0.8162317526439612,0.04126589551221375,0.6601539850234985,0.06482502554525725,0.6601539850234985,0.06482502554525725
31,127,3,1600,2,0.01,0.8,0.8,10.0,0.1,1.0,0.5,0.0,50,,,,,666.3333333333334,256.45055837117786,0.47746193408966064,0.02486406113008365,0.38035139441490173,0.020691484984127217,0.8151821881215574,0.052583713303823554,0.6594882210095724,0.08346513516725665,0.6594882210095724,0.08346513516725665
32,99,3,1600,2,0.01,1.0,0.6,1.0,0.1,10.0,0.0,1.0,100,,,,,1128.0,477.935142043353,0.47974037130673725,0.03199497022857217,0.38190168142318726,0.029386449097205447,0.816255680762605,0.048620019943385946,0.6588617165883383,0.07814737291907077,0.6588617165883383,0.07814737291907077
33,47,3,1600,2,0.03,1.0,1.0,3.0,0.01,3.0,0.1,1.0,100,,,,,298.3333333333333,131.5860512702197,0.4790396988391876,0.04024174357400247,0.3816183904806773,0.03281497844175012,0.8152331362128922,0.053666161765982316,0.6585802634557089,0.08878193487688142,0.6585802634557089,0.08878193487688142
34,231,3,1200,2,0.1,0.8,0.8,10.0,1.0,1.0,0.5,0.0,50,,,,,113.33333333333333,64.93244352573082,0.4808286925156911,0.024039592126916264,0.38774911562601727,0.02599539933767093,0.8129867531364776,0.04353822998118308,0.6585121949513754,0.0681807357034489,0.6585121949513754,0.0681807357034489
35,88,3,800,2,0.1,0.8,1.0,1.0,1.0,5.0,0.0,0.0,50,,,,,87.66666666666667,45.38232646698002,0.47922074794769287,0.03661413783632328,0.37977513670921326,0.0373004110318366,0.8165530298090345,0.05532709742626033,0.6577999194463094,0.08824348808741232,0.6577999194463094,0.08824348808741232
36,188,3,800,2,0.03,0.8,0.6,10.0,0.0,10.0,0.0,0.0,50,,,,,285.0,133.91788528796295,0.48048078020413715,0.03240648239418952,0.3834162751833598,0.03259276048600523,0.8154771517784528,0.05147648122332925,0.6577401955922445,0.07891395464281506,0.6577401955922445,0.07891395464281506
37,98,3,800,2,0.1,0.6,1.0,5.0,0.1,3.0,0.0,1.0,100,,,,,166.33333333333334,150.20060659738436,0.47829384605089825,0.03550017132942647,0.3825289011001587,0.030625576659772478,0.8145766050159894,0.05666345706431038,0.6574292381604513,0.0930901971059856,0.6574292381604513,0.0930901971059856
38,89,3,1600,3,0.01,0.6,0.6,10.0,0.0,3.0,0.5,1.0,100,,,,,852.6666666666666,436.20357123200586,0.4803594648838043,0.024633285196575913,0.38225626945495605,0.02434678129106262,0.8151861533596917,0.04809396706876831,0.6573495268821716,0.07661000459465596,0.6573495268821716,0.07661000459465596
39,164,3,1600,2,0.01,1.0,1.0,1.0,0.1,3.0,0.1,0.0,100,,,,,808.3333333333334,358.86332898317835,0.4800868332386017,0.03990655760781176,0.3819283644358317,0.033063118114121576,0.8143719234475136,0.05435311306798993,0.6570432384808859,0.08902831876269107,0.6570432384808859,0.08902831876269107
40,148,3,500,4,0.01,0.6,0.8,10.0,0.0,1.0,0.0,1.0,50,,,,,416.3333333333333,96.47567338741698,0.4805022080739339,0.033033107218228525,0.3806282381216685,0.03329324578563876,0.8152106941850844,0.052921197463051226,0.6568362315495809,0.08291715151432537,0.6568362315495809,0.08291715151432537
41,21,3,1200,2,0.05,1.0,1.0,1.0,0.0,1.0,0.1,0.0,50,,,,,152.0,76.99783546741212,0.47848081588745117,0.0403156101359515,0.38081055879592896,0.02857280123740547,0.8150405602027484,0.05992928758328897,0.6561223467191061,0.09979944358731893,0.6561223467191061,0.09979944358731893
42,20,3,1600,2,0.05,1.0,1.0,10.0,0.01,1.0,0.5,0.0,100,,,,,574.6666666666666,724.3637821487825,0.4815589487552643,0.022530110521583796,0.38113586107889813,0.017687491777564426,0.8136938175113188,0.05007371805761118,0.655336062113444,0.07711667863274577,0.655336062113444,0.07711667863274577
43,222,3,1200,2,0.01,0.6,0.6,5.0,0.0,10.0,0.1,0.0,50,,,,,765.3333333333334,332.5099831416929,0.4828802744547526,0.024804524965884273,0.38610562682151794,0.025937190894668873,0.8144308616711972,0.0480734550857809,0.6547888914744059,0.07290632475188465,0.6547888914744059,0.07290632475188465
44,103,3,1600,2,0.03,0.8,0.8,5.0,0.0,5.0,0.5,0.0,50,,,,,288.3333333333333,139.29425289253282,0.48240573207537335,0.028649841553262938,0.3858129878838857,0.026175537990381442,0.812388292419539,0.05140591252353306,0.654042383035024,0.08102524640187501,0.654042383035024,0.08102524640187501
45,122,3,1600,2,0.1,0.8,0.8,3.0,0.01,10.0,0.5,1.0,50,,,,,127.66666666666667,85.33203124006575,0.4854555328687032,0.0295112559034304,0.39094314972559613,0.03157807167617735,0.8117224628101719,0.042937522635208815,0.6530327002207438,0.06698668598805767,0.6530327002207438,0.06698668598805767
46,150,3,1200,2,0.1,0.8,0.8,3.0,0.0,3.0,0.5,1.0,100,,,,,164.66666666666666,155.71198483810494,0.4818682869275411,0.03404855842857828,0.3879801531632741,0.03130491375793964,0.8112949872307214,0.05670124305826957,0.6527957320213318,0.09165484358790464,0.6527957320213318,0.09165484358790464
47,142,3,1600,2,0.05,0.6,0.8,3.0,0.1,10.0,0.1,0.0,50,,,,,225.0,121.18030643081683,0.4850013256072998,0.034456214400586216,0.38761120041211444,0.0367185835190764,0.8122955879605477,0.05068245898308819,0.6520861784617106,0.07801424214293146,0.6520861784617106,0.07801424214293146
48,191,3,1200,2,0.01,0.6,0.6,1.0,0.0,10.0,0.0,1.0,50,,,,,747.6666666666666,363.0264759245835,0.48456888397534686,0.026548306036717848,0.38625580072402954,0.02609715701071144,0.8127243230087874,0.050089452889384455,0.6519399086634318,0.07625891219743666,0.6519399086634318,0.07625891219743666
49,244,3,500,2,0.1,1.0,0.6,5.0,0.01,1.0,0.5,0.0,100,,,,,39.333333333333336,8.806563209081938,0.48284274339675903,0.02575637876334732,0.3841947317123413,0.017471707729445354,0.8100877063849037,0.05600632704139052,0.6518072684605917,0.08555207593498339,0.6518072684605917,0.08555207593498339
50,243,3,1600,2,0.01,0.8,0.8,3.0,0.0,10.0,0.1,0.0,100,,,,,1032.6666666666667,501.06974453551766,0.48371124267578125,0.032696577408017465,0.3828802506128947,0.031156120800146195,0.8110841680902157,0.054912427479802094,0.6516853968302408,0.0858111734549149,0.6516853968302408,0.0858111734549149
51,137,3,1200,5,0.1,0.6,0.6,5.0,0.0,10.0,0.5,1.0,50,,,,,135.33333333333334,88.89069442610713,0.48753756284713745,0.03141730031723218,0.3919956386089325,0.034562805136110174,0.8097468974829543,0.041608249393595434,0.6509135166803995,0.06406744836821165,0.6509135166803995,0.06406744836821165
52,11,3,1200,2,0.01,1.0,0.8,3.0,1.0,3.0,0.1,0.0,50,,,,,680.0,234.41985126406564,0.4848725100358327,0.0297265641587048,0.38737208644549054,0.026183034086796182,0.8115300109696159,0.05084262237457075,0.6509133179982504,0.08072789757463905,0.6509133179982504,0.08072789757463905
53,201,3,800,2,0.1,0.8,0.8,1.0,0.0,3.0,0.5,0.0,100,,,,,159.0,99.70289196741821,0.48238686720530194,0.03296057489158222,0.38536717494328815,0.028140641982722547,0.8096176240071283,0.058374861421296435,0.6505619684855143,0.09589091638047316,0.6505619684855143,0.09589091638047316
54,199,3,500,2,0.05,1.0,0.8,1.0,1.0,5.0,0.0,0.0,50,,,,,275.3333333333333,161.67938094334176,0.4849821825822194,0.03566632476710475,0.3837058444817861,0.033920970730802864,0.8122497230343626,0.05476619686421754,0.6495083570480347,0.0894739952781632,0.6495083570480347,0.0894739952781632
55,112,3,1600,2,0.03,1.0,1.0,5.0,0.0,10.0,0.1,0.0,100,,,,,323.3333333333333,145.81799919382001,0.48596105972925824,0.03487947504191439,0.38511818647384644,0.028897091478739582,0.8104459960526446,0.05454699746231194,0.6491429607073466,0.08520739968119316,0.6491429607073466,0.08520739968119316
56,105,3,500,3,0.03,0.6,0.6,5.0,0.01,5.0,0.5,0.0,50,,,,,253.33333333333334,96.59652627754731,0.48687957723935443,0.027615296529969892,0.39148634672164917,0.027630424155396245,0.8085644113599647,0.049193592847471844,0.6481686035792033,0.07942643302046941,0.6481686035792033,0.07942643302046941
57,136,3,1200,3,0.03,0.6,0.6,5.0,0.01,5.0,0.5,1.0,100,,,,,281.3333333333333,125.95325411525589,0.4884021480878194,0.02908098724344809,0.3919000029563904,0.02964587875564202,0.8083633938747723,0.04812330604252034,0.6467573642730713,0.077339470941764,0.6467573642730713,0.077339470941764
58,202,3,1600,2,0.05,1.0,0.8,5.0,1.0,10.0,0.1,1.0,100,,,,,222.66666666666666,88.89069442610713,0.4874323904514313,0.03263025728326343,0.3876245419184367,0.028015883106090534,0.8100656509698471,0.05320523529297456,0.6465898752212524,0.08583479573685883,0.6465898752212524,0.08583479573685883
59,149,3,1200,2,0.1,1.0,0.8,1.0,0.0,1.0,0.5,1.0,100,,,,,313.0,377.6091453694768,0.48650412758191425,0.03423178017799647,0.38580143451690674,0.02081455827060178,0.8082443677888868,0.05672704266676308,0.6465696295102438,0.09164987768023997,0.6465696295102438,0.09164987768023997
60,169,3,800,2,0.1,1.0,1.0,10.0,0.01,5.0,0.5,0.0,50,,,,,76.0,53.89495956642575,0.48811477422714233,0.024367825823023548,0.3861942986647288,0.017919527436561968,0.8083189042107564,0.050264934645839074,0.6465111573537191,0.07742300293291138,0.6465111573537191,0.07742300293291138
61,26,3,800,2,0.01,1.0,0.6,3.0,0.1,3.0,0.5,0.0,50,,,,,525.3333333333334,196.45581917797418,0.48804418245951336,0.023512259927133357,0.3915303945541382,0.0182273043916702,0.8079060477503535,0.05082005950913956,0.6460545063018799,0.07928824197557313,0.6460545063018799,0.07928824197557313
62,37,3,1200,4,0.01,0.6,1.0,10.0,1.0,10.0,0.1,0.0,50,,,,,771.0,283.5218980372886,0.4898921052614848,0.028862515560515493,0.38636964559555054,0.03195462390830357,0.8096186373033539,0.04694059238141217,0.6457485556602478,0.07226144681916774,0.6457485556602478,0.07226144681916774
63,49,3,500,5,0.1,0.6,1.0,10.0,0.1,10.0,0.5,1.0,50,,,,,175.0,129.43724348115578,0.4897609253724416,0.02774470157812702,0.38492515683174133,0.03381467792469874,0.808171778048607,0.04692555276557138,0.6454013784726461,0.07410505054466315,0.6454013784726461,0.07410505054466315
64,27,3,500,4,0.05,0.6,1.0,10.0,0.1,1.0,0.0,0.0,50,,,,,181.66666666666666,103.609308891088,0.4864669144153595,0.0393471976487449,0.38651545842488605,0.039008702797598376,0.8097057931570948,0.058988127267661845,0.6452724734942118,0.09970213238795782,0.6452724734942118,0.09970213238795782
65,196,3,500,3,0.05,0.6,0.6,5.0,0.0,5.0,0.5,0.0,50,,,,,284.0,164.35936237403698,0.48824524879455566,0.030554794730725574,0.3915871779123942,0.029916400344851386,0.807664666356121,0.052615364280055164,0.6449684302012125,0.08646369558231592,0.6449684302012125,0.08646369558231592
66,171,3,1600,2,0.03,1.0,0.8,1.0,0.1,1.0,0.5,1.0,100,,,,,136.33333333333334,25.746628689770024,0.48821614185969037,0.02972150589872383,0.3883887628714244,0.018587930839557554,0.8065749636836631,0.05740963461380545,0.6438399354616801,0.0901865846510584,0.6438399354616801,0.0901865846510584
67,77,3,500,3,0.05,0.6,0.6,1.0,1.0,3.0,0.5,0.0,100,,,,,319.6666666666667,157.82338933827972,0.49095524350802106,0.0215009892886574,0.3943021198113759,0.023996097866134374,0.8071869638470529,0.04451062204220693,0.6438172260920206,0.07024764509394894,0.6438172260920206,0.07024764509394894
68,4,3,1600,2,0.01,1.0,1.0,5.0,0.0,1.0,0.5,0.0,100,,,,,626.0,409.4736458756127,0.4881000518798828,0.034393449805563935,0.3877764145533244,0.023293350886190924,0.8052516980303608,0.0626383951905436,0.6428808172543844,0.09685895206221193,0.6428808172543844,0.09685895206221193
69,162,3,500,3,0.05,0.6,0.8,10.0,1.0,5.0,0.5,0.0,100,,,,,301.3333333333333,141.99139254037746,0.49178750316301983,0.01975700231529562,0.3952223062515259,0.023448620358128315,0.8061112592359341,0.04231934557675361,0.6427416404088339,0.06897398055785507,0.6427416404088339,0.06897398055785507
70,208,3,500,3,0.03,0.6,0.6,5.0,0.1,3.0,0.1,0.0,50,,,,,227.33333333333334,96.80335164078198,0.48839091261227924,0.05056890980586775,0.389250526825587,0.04364398001317811,0.8061390307938433,0.06691386035392467,0.6424927115440369,0.10882499009209423,0.6424927115440369,0.10882499009209423
71,110,3,1600,5,0.05,0.6,0.6,1.0,0.1,10.0,0.5,1.0,50,,,,,162.33333333333334,52.85409686633152,0.49316181739171344,0.025880908566288077,0.39785582820574444,0.029294576165763243,0.8050437621687103,0.042948766679086786,0.6418590148289999,0.06685733785263319,0.6418590148289999,0.06685733785263319
72,220,3,1600,2,0.03,1.0,0.8,5.0,0.0,1.0,0.5,1.0,50,,,,,718.6666666666666,625.8617170660696,0.489427109559377,0.03506010278630592,0.3893432716528575,0.02246532316599035,0.8049036448370749,0.06192324101237286,0.6410515109697977,0.09740235441553266,0.6410515109697977,0.09740235441553266
73,63,3,1200,3,0.01,0.6,0.8,5.0,0.01,1.0,0.0,0.0,50,,,,,578.0,358.89367041878387,0.48798317710558575,0.05194076611912923,0.38701974352200824,0.04400114514570665,0.8036347346476402,0.07320514833856782,0.6409586270650228,0.11629806341180805,0.6409586270650228,0.11629806341180805
74,134,3,1600,2,0.01,0.8,1.0,3.0,1.0,10.0,0.5,1.0,100,,,,,1060.3333333333333,459.1487292322125,0.4914858440558116,0.022368552427895205,0.3905285894870758,0.019164525101674042,0.8048385107960581,0.05347803698330141,0.6400466561317444,0.08367937371028993,0.6400466561317444,0.08367937371028993
75,217,3,1200,2,0.05,1.0,1.0,10.0,1.0,10.0,0.5,1.0,100,,,,,109.0,18.7794213613377,0.4940225084622701,0.019485261515000258,0.3916262884934743,0.01884586028875643,0.8049382447262676,0.04495192431773211,0.6399734814961752,0.06696255875728792,0.6399734814961752,0.06696255875728792
76,87,3,800,3,0.1,0.6,0.8,3.0,0.01,10.0,0.5,1.0,100,,,,,188.0,125.3501761732574,0.4942660828431447,0.027059134769262302,0.399754265944163,0.03115304503183498,0.8056002806347076,0.04322761471053262,0.6398838559786478,0.06979503789152268,0.6398838559786478,0.06979503789152268
77,147,3,800,3,0.03,0.6,0.8,1.0,0.01,10.0,0.1,0.0,100,,,,,362.0,199.9199839935968,0.49320056041081745,0.04159864210868607,0.39236388603846234,0.04171082207810756,0.8047570387416108,0.05680918588254534,0.6395107905069987,0.08857116617054143,0.6395107905069987,0.08857116617054143
78,12,3,500,2,0.03,0.6,1.0,1.0,1.0,10.0,0.5,0.0,50,,,,,397.0,115.42096863222038,0.49401698509852093,0.014127927955149722,0.3957674006621043,0.020238330024458434,0.8050400319485383,0.04325265314409609,0.6393705209096273,0.06794535611886468,0.6393705209096273,0.06794535611886468
79,73,3,800,4,0.05,0.6,0.6,1.0,0.0,3.0,0.5,1.0,100,,,,,192.33333333333334,111.95336330613544,0.4930139084657033,0.033901383224836934,0.39621593554814655,0.031764562430096545,0.804670528962021,0.05361547457832605,0.6387663086255392,0.08716204876458665,0.6387663086255392,0.08716204876458665
80,67,3,500,3,0.1,0.6,1.0,10.0,1.0,1.0,0.5,0.0,50,,,,,91.33333333333333,62.96206971043933,0.4925885299841563,0.023531612516625576,0.39100468158721924,0.019601890435328857,0.8032254105246664,0.05368537580281206,0.6376357078552246,0.08750787534418801,0.6376357078552246,0.08750787534418801
81,152,3,1200,5,0.05,0.6,0.8,5.0,0.01,10.0,0.5,0.0,100,,,,,313.0,164.63494971198148,0.49691858887672424,0.028084779679160097,0.4006175100803375,0.03266959396950199,0.8016282483311277,0.044882441456212306,0.6359009544054667,0.07165199684112798,0.6359009544054667,0.07165199684112798
82,8,3,1600,3,0.03,0.6,1.0,3.0,0.1,10.0,0.5,1.0,50,,,,,317.0,146.43997632704898,0.49573888381322223,0.025904562386443446,0.3980909287929535,0.027743857972663342,0.8021722123106895,0.049220675590922636,0.6356103618939718,0.07951873578545811,0.6356103618939718,0.07951873578545811
83,144,3,800,5,0.01,0.6,0.6,5.0,0.1,3.0,0.1,1.0,100,,,,,606.0,230.4965654118661,0.49396851658821106,0.04854047920531394,0.39431360363960266,0.042133917692569745,0.8006204259996205,0.0693695583852307,0.6345667441685995,0.10831472098832513,0.6345667441685995,0.10831472098832513
84,175,3,800,5,0.03,0.6,0.8,5.0,0.0,1.0,0.1,0.0,100,,,,,217.33333333333334,100.18094740130093,0.4910584290822347,0.053863434240744044,0.39409534136454266,0.045119086849690675,0.7999746594456011,0.07601192393669122,0.6342506607373556,0.1249411557032337,0.6342506607373556,0.1249411557032337
85,189,3,500,4,0.03,0.6,1.0,1.0,1.0,10.0,0.5,0.0,50,,,,,299.6666666666667,60.53832578531462,0.49916762113571167,0.019746940499641326,0.4005005458990733,0.026259363707659123,0.8026231850527138,0.03765875969718594,0.6341478625933329,0.058692050688973964,0.6341478625933329,0.058692050688973964
86,159,3,800,5,0.05,0.6,0.6,3.0,0.01,5.0,0.1,0.0,100,,,,,268.0,144.73654226444222,0.4964052339394887,0.0530946802496655,0.39588509996732074,0.04775024839223696,0.8009742655568618,0.061976898441170596,0.6340681711832682,0.10158708885117376,0.6340681711832682,0.10158708885117376
87,170,3,1200,5,0.03,0.6,0.6,3.0,1.0,10.0,0.1,1.0,50,,,,,431.0,207.5186738585229,0.4986827075481415,0.04325217709255356,0.3957465390364329,0.04367020626131839,0.7992114282724659,0.05290970652770309,0.6340343157450358,0.0796937751062628,0.6340343157450358,0.0796937751062628
88,56,3,1200,3,0.01,0.6,0.8,3.0,1.0,5.0,0.5,0.0,50,,,,,779.3333333333334,290.25773987192065,0.49759964148203534,0.018841411479369064,0.39806440472602844,0.022385112911995325,0.8008792471200343,0.046755724374507285,0.6338548262914022,0.07200914383627575,0.6338548262914022,0.07200914383627575
